review_Id,user_name,content,score
bc574934-0edd-4a7e-8be5-36385430fc12,Fika Cantik,sangat baguss,5
b4b61539-8256-4a55-a313-edeb702f2636,Suhardi Pati,bagus selama ini memudahkan komunikasi saya dg siapapun. tp per September 2025 kenapa suara saya tdk terdengar oleh org yg saya telfon ya?,5
a8354539-beb3-4d5c-b93e-6753bda3cc87,Iyul Yanti,plisss dehhh jngn sukaa di update trusss,1
8f7ab5eb-4de8-43d6-98ad-5947a30bb223,Tating Dede,Agak bagus,1
939d7533-8137-4dc5-9996-8b6cb3472f08,Ar Arudin,sangat bermanfaat,5
a4e3b0ad-9bdf-4c6a-8e4f-4bdc700c1a57,Ardian syah Syah,mksih buat apk ini. pokok nya is the best,5
ae2a4646-cb5d-4172-bd3c-1a1a24ae4eae,Stevani Ratri,mengapa baru saya update kog malah ngebug teruss gimanaa? mau bua room chat malah langsung keluar apk,2
1c71aaeb-95a7-44be-94bd-606138714768,Muhammad Amin,setelah update wa saya menjadi eror pesan tidak terkirim dan pesan lain tidak masuk ketika mengirim pesan padahal jaringan nya bagus bagus aja tapi pesan tidak terkirim atau tidak masuk.,2
3596bfe0-f843-42f5-b00b-6251c58cde55,Ardhanaaldo,"Untuk developer tolong hilangkan penurunan kualitas vidio saat dijadikan status, keganggu banget soalnya yang awalnya hd malah agak kabur kalo udah jadi status",4
97af977b-8810-4a51-aab3-ae2b174d530b,bang dzul,bgus,4
91f8ee79-0b45-49b9-b813-335aa220a32c,Nes Ya,kali ini benar benar muakkk WhatsApp udh di update tapi gak ada perubahan sama Skali sama aja kaya dulu nyesal aku update buang buang kuota aja,1
1d230a4d-d4ca-4d22-9b1e-a7f0938a8235,Anisa Sahra,WhatsApp itu seru dan juga aku suka,5
bcd4c5bf-714a-4da3-94b1-7bb54aeec45e,Yudi Yudi,Ntah napa WA jadi di betain kalo di betain ntar ad yang gak kebagian betanya,1
3f0c1c42-b921-4155-84e3-e57925346325,Eric Sanjaya,ok,5
1e370c73-a238-4014-bd46-2df251e48d38,Boy Tamara,WhatsApp selalu yg terdepan,5
215d6b03-b442-4e9f-95c6-89841e3221f6,TAHULOH Huloh,baguus,5
43b67792-d1c3-4a81-8aa8-cafca6771584,Elsye Paat,karena bagus,5
56319919-e08f-4307-8096-4314de6cbad1,Fitriah Andriyani Nurdin,"udah ya, gausah update lagi fitur ga perlu atau yg udah ada di aplikasi lain, capek update terussss",3
f7c03aa6-37cb-4f8e-acef-ca5ebb4b86d5,Eha Soleha,gak jelas udah di update tapi masih sama aja fungsinya,1
e1630bf9-c00a-4df2-aba6-cd65860123ef,revno palada,kembalikan tampilan story seperti dulu.,2
71c4120b-65af-427e-a115-8afcdc736f9b,Lisna Wati,buruk,5
8171560d-b629-415e-be0c-d1d17ceaa2c5,Rizki 18,apalah wa ni kaga jelas coo baru aja nge wa orang malah langsung di blok trus kecewa berattttttttt,1
3f7ad8ad-392d-48b5-9d13-bc15634705d6,Eva Manurung,semangat mau ikutan dan blajar trus,5
b4674f41-7947-4bc0-b80d-41321b66ec44,Nyayu Yuliana Apriyani,status wa saya tidak muncul ketika teman teman membuat status,3
45487829-0a1b-4d9a-87f4-9abb211b3d90,Chen Chen 25,bagus,5
7c0bb5bc-7d3c-4503-8195-4b296384f028,Muhamad Fahri,"tolong pihak WhatsApp tolong di perbaiki lagi, karena grup dan nomor saya di blokir Tanpa sebab tolong di perbaiki",2
f394404a-d2c9-45a3-9e14-0904ccd8c5fe,Salman Kan,Tiamunika,5
c911fce4-8569-4f08-98d2-2aaff22a8767,Jannatin Nangim,Apk Whatsapp bisa vidio cal telpon lancar. semoga saya daftar lagi semoga bisa pulih cadangan dulu,5
9e184026-b183-4728-a14e-7d3f2bb8247c,Udin Ambiyar,bagus,5
a19e2a8d-0f4c-45df-a9b4-b0ca84dcbc76,Grojokkan,"hari ini tidak bisa kirim video,foto dan update status,akun WhatsApp Indonesia ada apa ini",1
acec336e-9813-4591-bc6d-ae9d6fa85dc0,rustam rurung,mantap,5
7b0c7cbc-1bef-4618-af6d-5d2e1809a4d3,MOH.ISMAIL MAIL,semoga akun app nya tidak memblogkir nomor saya lagi itu harapan saya kepada tim jajaran APP WHATSAPP .terima kasih,5
17cae09b-a2f7-4ebc-8500-f491e8bd3fcf,nasip sutisna,ok,5
53cba2f7-4c48-4878-85ce-d62c5b6f823e,Herman Herman mus Mus,sangat baik dan benar dan bagus,5
b435edc5-aab3-4792-a8b2-da705be974de,Riyadh Adriyansah,Ok banget,5
ccc1d913-df80-480b-bf31-6577c8eae39f,Erva Gusmawati,"tetap ok whatsapp yg lama,",2
7d224a0c-78c1-462e-b1a1-9b427cfe2924,Syahrul Ramadhan,"tombol mic di sudut kiri atas saat telpon tolong pindahkan, sering mute sendiri saat lagi telpon",3
73e75922-1694-4873-b6a7-8791552a3957,Robi Suhandi,kurang telat masuk orang nelpon,4
cbce4dc1-da1e-4802-a277-f588b0c0aebb,Ber Ok,HALO TIM DUKUNGAN WHATSAPP KENAPA TIBA WATSAP INI TIDAK DAPAT MENERIMA KODE VERIVIKASI MOHON SEGERA TINJAU APK INI,5
40633a03-5034-40b8-b045-78ac4388f762,Hudaya Rendra k,susah mebgunduh wasup.app,1
f5cc508f-27d3-489f-8d10-c36394e89c7a,Dede Sariah,aplikasi yang bagus karena bisa berkomunikasi lewat wa dan sekarang wa aku lagi bermasalah coba perbaiki lagi,5
adebada9-ca27-4bbf-8437-547171265697,Anak Bajau,Adl saputra,5
5a7b9b3a-46bd-47a8-b137-572f6946c355,Azhar Maulana,,5
18ef8d70-1fff-4d9e-b797-4790e3446eac,Siti marisa Marisa,sanget bagus dan sayah senget puas dengan aplikasinya cocok banget,5
f62c3598-28a5-411e-b81d-83f2b04f917b,Kanaya,"whatsapp saya ada gangguan, sudah saya tunggu 24 jam tetep ada",3
a2025aa2-83d0-4618-b799-f0bf73d738e4,Banjar Salam,Sangat baik,4
c735eab4-b6ee-44d7-90de-ac0fde3f3b65,KD THORR,mataps,5
f2ecc20c-6d74-4afe-b844-ba67bb875d21,Annisa Dwi Ramadhina,"akun saya selalu kena blokir gak jelas,mohon diperbaiki",1
7013d4f6-2855-4bf9-976c-4744641559c3,Naura Syifa,"semenjak update UI baru agak lama setelah itu gak bisa memutar video sekali lihat, jadi tolong gimana caranya biar bisa lagi? di wa saya doang gabisa min",5
6dc363ef-ede2-4d51-b9eb-47c1a6c8f7e6,Denise Ariansah,"Selalu aja di blokir, Akun ini tidak bisa menggunakan Whatsapp . aneh",1
ccc93ba6-da08-4a2a-8af9-35123997ec0d,Limit Company,jelek bngt nik apk sekarang buat vidio call aja susahnya minta ampun pdahal jaringan bagus,1
0654daed-a39f-40f3-bf56-a29b19bd3e2a,Shalwa Shalwa,sangat bagus tapi kok punya aku gak ada filter,4
c36c341c-062d-4077-88f1-b0631ddbfb17,Doni Anjayyy,nagissss banget,5
e4cd768d-2d31-45ae-af79-417141a3fb3c,Rajenn Reza,bagus bgt berguna juga,5
113707e7-f29f-4471-bfe7-f83831f42b8d,Khoirunnisa Nur amanda,kenapa kok whatsapp nya gak bisa trbuka,5
0caaf5b4-d000-4f7e-b3ca-b4360c689d83,GAWAT DARURAT,kunci sandi wa,5
6e6155f6-ce8c-4d1c-8350-c7a66abedd7a,Robi Oke,sangt luar biasa,5
b41e2a59-46a8-48a6-b927-4613250b1206,sifa sakira,bagus,5
52cf2fde-05f3-44cf-9030-9cf269228ea0,RadenRoro Herni Widhiastuti Yanuarsasi Yanuarsasi,"Mantap keren, bisa buat kirim di wa sendiri ingat jangan sampai privat nomernya bocor di orang yg gak bertanggung jawab tar bisa dipakai macem-macem bisa bahaya kalau yg bersangkutan gak rela nomernya wa disalahgunakan",5
fad51752-8272-4032-aaf0-17fd4de800b1,Dedi sukses Sukses,kenapa yah saya download WhatsApp tp gka bisa k.buka,1
cfb67110-0345-4f2f-8b30-9134cd5da67a,Mario Sinaga,knpa wa saya ga bisa digunaka,1
9ad83d8c-c8f1-46ac-8d8f-a9c00fcf868c,Anam,bagus sekali kualitasnya,5
6fad3f3d-0a89-4c42-917d-2bf704cc30e7,Nadia,apk nya jelek kena banned terus,1
0d2226fd-19de-4d67-a63b-2f37a44ac941,Rizal Ijal,mantap,5
5c5c5ac6-b407-4445-9763-35b875db89cb,ali mursid,Buktikan sendiri,5
ffe25372-d166-407e-85ec-a06752d3dcd0,Agus Farid,kok sulit,5
94dd7142-a363-45c8-ab26-fe9f5200d18a,Iccang Koe,belumsaja semalam nomor saya yang sudah kubeli sudah Ter spam setiap saya beli kartu belum semalam sudah Ter spam,1
5d0b9c2f-553e-4330-b7de-bc8c73c0b09d,Antonius Dosantos,bagus d gunakan,5
d5867b5f-b85b-4012-bcbc-d4cb986abc71,IBES IBES,tolong wa saya,5
23cb5539-75aa-4225-be4a-99fcf65c0252,Andi Darza,mengapa saya gak bisa masuk ke shatsApp,5
017ac461-2237-4fec-9c8b-d23c38d7c0d9,Kavindra rafiq,"coba aja kalo tanggapan pembaharuan ada emoticon lengkap kaya di fb, gak cuma emoticon hati, pasti lebih seru",5
d6eaee44-567b-4ead-aa01-0c9f128f6d86,Nugraha Aang,"terima kasih kepada team whatsapp, karna saya sudah banyak membantu, bisa komunikasi dengan keluarga saya yang jauh, maka dari itu, teruslah kembangkan whatsapp, terima kasih.",5
ca1336dd-a6d5-4733-87ca-c6b41311f6d5,Sulthan Verdy,cuma mines di status doang resolusinya sangat rendah,2
f698adb5-c556-4c81-a065-e055a581ae61,Reval Sidayu,watsap ini sangat penting buat teman chat biar ga bosan,5
1ba51007-51b9-4858-9dee-1cc056363cbd,Andri Yanto,Puas,5
7abd362f-37f1-45dd-baaf-9ea905183cbd,Ian,Bagus,5
7aa854f2-72c2-4121-9cd3-3a0656cfd7c0,Kolong Jakarta,Good,5
d1cfd7d4-b818-4bd1-a6f6-daed857cd7c3,agus sukardi,sangat bagus,5
231cbdfe-1bef-48f7-81b0-a0a4ed4aa7b7,Anang Y,Tolong whatsapp di hp saya hilang,3
e00307c8-a9ba-489b-8ebd-3d48f1c855fd,Kasidi Supi,aplikasi sangat memuaskan,5
e6cc8c26-1f25-4a02-9b03-e98522990f08,Clarisa Putri,"jangan keseringan ada pengupdatean,minimal itu 6 bulan sekali jangan sering",5
e1a7ba01-d145-4e84-91af-1db446243b64,Miskiyah Puspitasari,Baik,5
852f53b6-92fd-44a2-a4eb-f19fd5ee195f,Putra2023 Putraaja,Oke,5
141ce240-7346-47e2-996a-18f4ea09eff5,Karnaen Semekot,sngt bgus,5
85dd912e-9104-43a7-86db-79b11ac80b71,Cahya Mandala,baguss jadi nyamn berinteraksi antara jarak,5
7746acc6-baa3-4812-a9b3-1898c4c3703d,Hadi Sucipto,sangat bagus sekali,5
cf903d05-5659-4e6d-ba92-8344fc51131e,zogar,bagus,5
70f36d04-9a96-4d17-ad38-e403a62b5859,Natafia Aja,bagusssssss,5
6ad0fb97-04ef-4297-9de9-9200e5e46941,Gress,sekolah,5
5d2125c2-2c40-4b94-9213-bc8e1e5a2735,Ijaldarmawan Syah,mantappp,5
24d58214-1863-4e13-b777-4f56cfb31c4f,Ay Jichi,saya kasih bintang 4 karena apk nya cukup bagus tapi juga ada saja sesuatu yg sedikit menggangu seperti ketika bikin sw gambar jadi buram.,4
d705cb62-f3b9-48ad-9447-130bf4800d9e,Haji Sunengsih,kualitas ditingkatkan lagi,5
3ff4ecd1-c72a-49fd-b76b-a8333cdb4b36,ra,dih apk gblk tb semua chat di wa hilang semua pdhl gue gaada ngehapus!!!,1
c2f4a040-3cee-49fc-b8f4-7703c2b85b3f,Viky Babephone,kk pesan 3 ya,2
3a3595aa-2457-4366-af29-5e74b8f25b7f,ClopyN,"tambahin fitur hd dong kalo bikin status, males bet upload gambar jernih malah jadi burik",4
db6a07a8-7a9a-418d-a754-0c66d90b2e6f,Bali Jaka,selama ini whatsAAppp bagus sekali,4
5e18f9ad-369f-405b-9c01-ecabfc2cc1c9,Solih Solih,tolong bener nomor saya nomor di ban pemanen,5
a36c0b0a-3c24-498d-b502-2d456085e096,Akun Aok,Karena ini telah memban tu saya untuk berkomunikasi dengan jarak jauh,5
d0d92531-a36d-4534-b15a-388e8f845b73,Eka Widya,ngelag ga bisa ke kirim,1
071d6990-4f47-4bcd-b6da-9c2934a99c0f,FERDY PAKE F FERDI,"mantap, fitur musiknya udah ada",5
fbeaeee5-1bbe-4314-905c-43ec00e735bc,Maz Noer Cholis,aplikasi yang sangat sering saya gunakan yang sangat bisa diandalkan,5
6ef4d502-caba-4df3-a125-c60a691ff150,Chairil Anwar,setiap Update status media kualitas media nya jadi burik .. Vcall gambar burik,3
3c246767-83d6-4ea9-81bb-3d91979b93d4,Surianti Anti,aplikasinya sangat membantu terutama dalam memberikan informasi,5
c383d023-1450-468d-a2dc-437ede97023d,ffaa nnii15,bagussss banget,5
a82fee4e-8865-4d4d-9b50-4b65e2774a43,elmadam boy,oke,5
d813869f-58f5-4d55-806c-481503a65b13,siti Khadijah,memang luar biasa,5
ad74cd31-7574-4c45-8b05-428d6ea7c7fd,Naila Fara,Aku sangat suka dengan aplikasi ini,5
23dde107-fb1e-4cf9-98e9-b21b1bae7751,MASADI GOESDI,Layanan mudah,5
732982a3-d1e3-46e7-93ec-fe8d200f09f0,Ratu Vania,aplikasi nya bagusss buat chatt,5
e01f8ba9-fde7-4c87-90ca-47ad16c6eac8,safa Olivia,"tolong whatsapp di perbaiki lagi agar virus virus yg biasanya dikirim orng itu gabisa lagi, ini menyusahkan bnaget pas ada orng iseng nge bug wa kita, jadi kita harus uninstall trus instal wa lagi biar bug nya ilang",3
da59b333-7241-43a4-b266-511ba94b5745,Dadan Dani,Ok,5
5b5c2073-be29-49bc-8c86-bc703851fe40,Sintia Nindy Pratiwi,"baguss, tapii tolong kurangi bug yaaa",5
7faeb8c9-bc70-4a12-b5e3-fcb5a2d573ec,Samino Mino,payah,1
a398295a-7269-4c87-a450-9e9214c3402c,Sangrama Wijaya,"Tiba Tiba Ini APK, cuma karena memori hp penuh, disuruh pulihkan, diminta memulihkan akan tetapi tidak bisa dipulihkan, secara tidak langsung hilang semua isi chatan nya, tanpa ada solusi yang tepat agar tidak hilang isi chatan nya, mohon untuk developer untuk kedepannya agar bisa memperbaiki kerusakan pada aplikasi ini. Jangan sampe terjadi seperti itu lagi, untuk para pengguna APK ini",1
4e76daed-840c-493c-bc8d-718162356dc3,Aliaa Jelita,jangan ngelaq yaa,5
4a69e28b-1b08-4bb8-acba-d21b8107d9e8,Pati,Bagus,5
5589abe0-5e43-45bc-8170-7e59a9b4497c,Aku Koe,sangat membantu dlm segala urusan,5
3ad37b44-7b89-484a-80e3-5b62c4341032,Ahmad Basuni,Baik mudah di gunakan,5
ca070ff5-8551-4d84-bc20-6a6a38793ef9,Raden.rohmad Suwidi,terima kasih,5
51d94252-98a9-4a5b-9367-0600bb1ede3c,Agni Sasa,bagus,5
55bdc555-fc43-423e-81e1-65c92244d19c,Mariani Distrik,saya suka ubdet yg ini tapi mengapa selalu ubdet untuk hp ini ya kk,5
cd6f3efe-4cb5-495d-8499-ff5f0508b4b7,Rifki Alifahri,sumpah terlalu alay cuma apk gini di masalahin terus kayak ada bug itu holy yg udah tua minkin,5
664c21d9-00cf-4ab9-8b3d-0a1af22d8584,Atang Suryana,belum ada pergerakan pengalaman,1
2bdbb881-adac-433b-adea-d293d7fb23e8,abdul Khamallik Saragih,enak ada link ny mantep la,4
24f5fa70-35a9-43ed-a92d-7f5d80950460,Evi Khilmiyah,Bagus,5
0c9a8ce4-e822-4911-b192-7228ab6550dd,DWI RAHAYU,SUARA CALLNYA BOCOR,1
6f28fc7c-0ba9-4674-b69a-284b3eac8c2d,Pakjenggot321 Pakjenggot321,mantap,5
89e105d2-e413-47eb-8999-a3bd0a9262b2,taswan bandung,Bagus sekali pelayanan publik nya,5
feb370e4-c31e-4330-a4b0-370c4106eb4e,Dwi Nurmalita,jngan keseringan update dong..ga ada memo nih..,5
86df2527-a544-427e-b269-be4b746b74ac,Kena Risethpkutaik,ini pesan ke diri sendiri ga bisa lagi kh?,4
48401851-ee31-42a5-b0a2-18cfcfbe591f,fitra siyagian,nyaman,5
6b42b93e-2513-4066-bd4b-c346c51e141f,Saya Pan,gk ada,5
f2651241-2f97-4af4-bd43-2d5284604959,Putri Indah,benar mengecewakan aplikasi wahtsap yg sekarang makin ke sini makin susah untuk d gunakan makin ribet juga,1
4e701e25-cdd7-4839-a167-f76bc11ce885,Suryana Kembar,Apa pun itu yang dilihat topiknya itulah yang diambil baikya,1
61b8442c-13a6-4f37-b413-5d276f34fb19,imanudin,sangat berfungsi,5
996cc10d-9b6d-41a0-963f-f99b16fcbb5b,Baba Namin,hapus.sapah.posel,5
d110e467-20aa-452e-b761-875177de8264,Asep Apandi,.envgunakan aplikasi i isangat mudah untuk menghubungi keluarga dan teman teman unni,5
f4f0cc40-2afd-45a8-8dc9-cf88cc7ddff2,Wi Ry,Ini kenapa kok gabisa login sih! Disuruh instal aplikasi resmi Mulu padahal udah yg resmi,1
87628104-087d-4b4e-81c9-1c2be40bb313,Surya,chat tiba tiba hilangg semua data hilang padahal ngga hapus data,1
a9604903-3d19-42c7-b607-41eb4151efda,Kokom Komariah,semua aplikasi eror,5
0ee9a0be-4109-422e-a86f-c2e1a0131ea2,Zuhri Kemodd,punyaku ko gak bisa pake efek pas vc,4
a2f67b47-fdcb-447d-a6ec-42ee647ed557,iluminata lado29,aplikasi yg bagus,5
1287d0ef-a392-49d2-b7bc-abcae9b96028,Iqbal Along,ok,5
eba00492-bbdc-4ed7-a2f5-6345efe454ec,Anto Mulyanto,bagus banget,4
38d7ccdd-42d8-4592-a70e-04e373ae9a4a,Asep Sukmara,Luar biasa,5
d3a3a7c1-e711-422e-84ca-f99fda7a64a0,Putra Aido,sangat membantu sekali dalam segala hal,5
960f3dc2-0600-451c-bad1-9d612699c7b5,Via Viani,kenapa gk dikasih kode SMS nya sih?,2
1c11731d-ae44-4a2c-b5fb-f0e9c01a28de,Toegiman Bin Yasmin s,Bermanfaat u komunikasi srt infomasi...,5
d8012e44-a8a0-48ef-a710-96043c6e45fd,Uman Numan,Sayyah sebgay juwaln kliling syg orang biasa orang kmpung,5
441548f3-8807-473f-bdf4-1246b6ddc4e8,Anggrainy Putri,bagus banget,5
f672b3b2-a1cb-46ab-b871-19cc6c387649,Achmad Muslimin,muantappp,5
77480433-6e1c-4cd1-87cf-2e1ba59b15bc,Muhammad Rahali,whatsapp memang jaya di dunia maya .slalu maju .di internet...,5
8f5cabe7-d91e-4bce-ac01-c6ac470bfd20,Ramces Tambunan,bagus tapi beberapa pesan kotor tidak bisa disensor,5
66387d8a-52a7-40f5-b946-d2076771797f,Siti Alfiyah Suwarso,apa yang terjadi Jika apl wa tidak diupdate...? adakah yang bisa diupdate 0 rupiah???,4
8408d643-7340-4564-b8b3-634d174faf4f,F. Fre,Pesan selalu ceklis satu padahal yang di chat aktif dan gsk di blokir. Mohon di perbaiki lagi untuk bug nya karena sangat menghambat komunikasi,3
524a266c-f521-4a20-ae14-19219706511f,RIVAI AJI Benowo,perbaikin kualitas gambar dan video aja sih ya gak guysss???,5
69b4d9fb-e932-4285-bf68-754904ff28e1,Sumowarjo Sumowarjo,sangat bagus dan mempermudah jalin silaturohim,5
917acf8b-f2af-4728-8b57-ef3504efb4ef,VIKTO KUAMOLO Vikto,puas,5
091b1cc3-d877-494f-9fa6-74a1ba328f6c,Firdaus Daus,semenjak ada ini aku bisa bertemu dengan sahabat lama ku yg jauh disani dia pergi ke luar negri untuk 8 tahun lagi,5
3916c26f-bd8b-4836-b17d-747f44c19b01,Khalifah Abidin,bagus banget banyak fitur fitur seru dan gak lama update terbaru.updstenya juga bagus banget,5
698c3704-82b8-4e00-888b-41146188b64a,Faisal Haqqani,"kontak yang disimpan selalu terhapus tiba-tiba, semua user merasakan dan gak ada perbaikann",1
5d7c009e-bea7-4fbe-bbaf-ee1dc36ed5f0,rhia chalcha,Nice,4
ed7a1599-eea7-40c4-9513-312fca3df7ac,Paed Dodo,wow,5
a6377d01-b922-416b-b1b2-2e72aab9190f,Wanty Dinaway,Pagi teman2,4
d88aec78-d14d-4696-ba1d-17c992932b6f,Jarot Prakoso,"pemulihan pencadangan pesan chat tidak bisa dilakukan, selalu gagal. tolong solusi dan perbaikannya!",1
78a2cb7d-8542-4205-bb76-ac1a2f69bd4f,Putri FCh,memudahkan segala komunikasi,5
b7da0ff1-4140-42cd-b54f-baff2a82d3ed,sofyan To,bagi sangat kluarga dan sanak saudara. ektifitas yang lain nya karna sebagai anak rantao sangat membutuhkan WhatsApp aku mohon pliiiis .,5
2ff177e5-3037-4e20-92c2-5a36d97a69ba,Lukman Adiguna,tidak aman,1
de6ae7a0-976a-4304-ad27-800ec29a456f,Sam Suri,buruk sekali ini aplikasi setiap update banyak fitur aneh,1
14572d47-b484-48d8-86c5-755834b994e0,Kdnd Kdndndje,Tarmo aja. Tarmoajah,5
bb510e4b-e432-4d71-aa07-16c39ff28aab,Arif Subroto,Wa sy keblokir,5
0b5e6afa-3725-4f18-946f-89f96956bb44,Rizma Soraya,Ini kenapa ya saat orang lain meng upload status pasti tanggal upload statusnya itu ngawur gak sesuai sama jam pas dia nge upload statusnya jujur ini mengganggu banget dan gajelas,3
09348d90-9ced-4ef3-bd28-67fd8326afc4,Siti Munawaroh,Bagus,1
a0e4ba08-ab6a-4b06-b076-139c3e7d7365,ima Marisha,Spam terus Whatsap like this.,5
fd9daa72-3552-4ee4-956b-932420cf5b8d,Ade Firmansyah,Bagus,5
